127.0.0.1 - - [22/Aug/2022:09:21:33 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:33 +0900] "GET /project/ HTTP/1.1" 200 3233
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:34 +0900] "GET /project/resources/js/common.js? HTTP/1.1" 200 906
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:34 +0900] "GET /project/resources/js/member_check.js? HTTP/1.1" 200 3569
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:34 +0900] "GET /project/img/logo05.png HTTP/1.1" 200 67992
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:34 +0900] "GET /project/resources/images/background.jpg HTTP/1.1" 200 753640
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:34 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:40 +0900] "GET /project/home?id=t1&pw=q HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:41 +0900] "GET /project/main;jsessionid=00C2D81002C4979AB4914E04DE5AA2C0 HTTP/1.1" 200 15857
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:41 +0900] "GET /project/js/FileSaver.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:41 +0900] "GET /project/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:41 +0900] "GET /project/js/tableexport.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:41 +0900] "GET /project/js/scripts.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:41 +0900] "GET /project/js/demo/chart-area-demo.js HTTP/1.1" 200 1530
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:41 +0900] "GET /project/js/demo/chart-bar-demo.js HTTP/1.1" 200 1112
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:41 +0900] "GET /project/js/xlsx.core.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:41 +0900] "GET /project/js/simple-datatables.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:41 +0900] "GET /project/img/logo04.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:41 +0900] "GET /project/img/class2.jpg HTTP/1.1" 200 307060
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:45 +0900] "GET /project/img/class3.jpg HTTP/1.1" 200 69962
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:52 +0900] "GET /project/test_list.ho?class_id=16&dis=3&class_name=%ED%99%8DT%20%EA%B3%A03%20%EB%AF%B8%EC%A0%81%EB%B6%84%20%EC%88%98%EB%8A%A5%EB%8C%80%EB%B9%84%20%EC%8B%AC%ED%99%94%EB%B0%98 HTTP/1.1" 200 30808
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:52 +0900] "GET /js/demo/chart-bar-demo.js HTTP/1.1" 404 840
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:21:52 +0900] "GET /js/demo/chart-area-demo.js HTTP/1.1" 404 841
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:22:25 +0900] "GET /project/main HTTP/1.1" 200 15857
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:25 +0900] "GET /project/main HTTP/1.1" 200 15857
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:25 +0900] "GET /project/css/styles.css HTTP/1.1" 200 240309
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:25 +0900] "GET /project/js/tableexport.js HTTP/1.1" 200 39598
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:25 +0900] "GET /project/js/xlsx.core.min.js HTTP/1.1" 200 464618
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:25 +0900] "GET /project/js/FileSaver.min.js HTTP/1.1" 200 2736
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:26 +0900] "GET /project/js/scripts.js HTTP/1.1" 200 976
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:26 +0900] "GET /project/js/demo/chart-area-demo.js HTTP/1.1" 200 1530
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:26 +0900] "GET /project/js/demo/chart-bar-demo.js HTTP/1.1" 200 1112
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:26 +0900] "GET /project/js/simple-datatables.js HTTP/1.1" 200 111917
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:26 +0900] "GET /project/js/datatables-simple-demo.js HTTP/1.1" 200 822
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:26 +0900] "GET /project/img/logo04.png HTTP/1.1" 200 57468
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:26 +0900] "GET /project/img/class2.jpg HTTP/1.1" 200 307060
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:27 +0900] "GET /project/img/class3.jpg HTTP/1.1" 200 69962
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:31 +0900] "GET /project/student_list.so?class_id=17&dis=1&class_name=%ED%99%8DT%20%EA%B3%A03%20%ED%99%95%ED%86%B5%20%EC%88%98%EB%8A%A5%EB%8C%80%EB%B9%84%20%ED%8A%B9%EA%B0%95 HTTP/1.1" 200 20589
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:31 +0900] "GET /js/demo/chart-area-demo.js HTTP/1.1" 404 841
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:23:31 +0900] "GET /js/demo/chart-bar-demo.js HTTP/1.1" 404 840
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:26:44 +0900] "GET /project/student_list.so?class_id=17&dis=1&class_name=%ED%99%8DT%20%EA%B3%A03%20%ED%99%95%ED%86%B5%20%EC%88%98%EB%8A%A5%EB%8C%80%EB%B9%84%20%ED%8A%B9%EA%B0%95 HTTP/1.1" 200 20604
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:26:44 +0900] "GET /project/css/styles.css HTTP/1.1" 200 240309
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:26:44 +0900] "GET /project/js/xlsx.core.min.js HTTP/1.1" 200 464618
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:26:44 +0900] "GET /project/js/FileSaver.min.js HTTP/1.1" 200 2736
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:26:44 +0900] "GET /project/js/tableexport.js HTTP/1.1" 200 39598
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:26:44 +0900] "GET /project/js/scripts.js HTTP/1.1" 200 976
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:26:44 +0900] "GET /js/demo/chart-area-demo.js HTTP/1.1" 404 841
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:26:44 +0900] "GET /js/demo/chart-bar-demo.js HTTP/1.1" 404 840
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:26:44 +0900] "GET /project/js/simple-datatables.js HTTP/1.1" 200 111917
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:26:44 +0900] "GET /project/js/datatables-simple-demo.js HTTP/1.1" 200 822
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:26:44 +0900] "GET /project/img/logo04.png HTTP/1.1" 200 57468
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:26:44 +0900] "GET /project/img/darkmoon.png HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:26:45 +0900] "GET /project/student_list.so?class_id=17&dis=1&class_name=%ED%99%8DT%20%EA%B3%A03%20%ED%99%95%ED%86%B5%20%EC%88%98%EB%8A%A5%EB%8C%80%EB%B9%84%20%ED%8A%B9%EA%B0%95 HTTP/1.1" 200 20604
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:26:45 +0900] "GET /project/css/styles.css HTTP/1.1" 200 240309
0:0:0:0:0:0:0:1 - - [22/Aug/2022:09:26:45 +0900] "GET /project/js/FileSaver.min.js HTTP/1.1" 200 2736
